label,face_index,sticker_index,sample_index,r,g,b,h_cos,h_sin,s,v
B,3,0,0,0.16884749455337691,0.4886655773420479,0.8909389978213507,-0.8346009776237194,-0.5508549792363974,0.8104836639026167,0.8909389978213507
B,3,0,1,0.1722843137254902,0.4847843137254902,0.8788529411764706,-0.8342391905346677,-0.5514027321079054,0.803966846267974,0.8788529411764706
B,3,0,2,0.15785294117647058,0.47950980392156867,0.8828039215686275,-0.8350560818893152,-0.5501648299370518,0.8211913910667882,0.8828039215686275
B,3,0,3,0.15641176470588233,0.47942156862745094,0.8858039215686274,-0.8345679365075132,-0.5509050366021275,0.8234239419160616,0.8858039215686274
B,3,0,4,0.16087254901960785,0.48525490196078436,0.8887843137254903,-0.8361717820826912,-0.548467638834468,0.8189970878926932,0.8887843137254903
B,3,0,5,0.16005882352941175,0.4840980392156863,0.8919019607843137,-0.8345237895950703,-0.5509719090841952,0.8205421329170971,0.8919019607843137
B,3,0,6,0.173421568627451,0.49261764705882355,0.8937156862745098,-0.8347403540774281,-0.5506437516895021,0.805954431268443,0.8937156862745098
B,3,0,7,0.16865686274509803,0.48950000000000005,0.8960882352941176,-0.8335368026304076,-0.5524639342623886,0.8117854290434459,0.8960882352941176
B,3,0,8,0.18194117647058825,0.5007450980392156,0.9020980392156862,-0.8344749575767233,-0.551045864858204,0.7983133001499771,0.9020980392156862
B,3,0,9,0.18812745098039216,0.5020588235294118,0.8984019607843138,-0.8340703321937212,-0.5516581196304968,0.7905976843414778,0.8984019607843138
B,3,1,0,0.1854934640522876,0.5029640522875817,0.891723311546841,-0.8384016647885815,-0.5450528859475336,0.7919831615363754,0.891723311546841
B,3,1,1,0.1756470588235294,0.49226470588235294,0.8836274509803922,-0.8370771337603088,-0.5470848856764606,0.801220459336514,0.8836274509803922
B,3,1,2,0.184,0.49688235294117644,0.8908431372549019,-0.8344522954340463,-0.5510801816839824,0.7934540972420928,0.8908431372549019
B,3,1,3,0.18865686274509805,0.500421568627451,0.8928529411764706,-0.8344966006742361,-0.5510130882866072,0.7887033193881696,0.8928529411764706
B,3,1,4,0.1811470588235294,0.4977843137254902,0.890421568627451,-0.8366252134173474,-0.547775731731863,0.7965603426444843,0.890421568627451
B,3,1,5,0.18488235294117647,0.5045098039215686,0.8947450980392156,-0.8388225620643199,-0.5444049130673327,0.7933686886395511,0.8947450980392156
B,3,1,6,0.18580392156862746,0.5086960784313725,0.8917254901960785,-0.8428687936470215,-0.5381191287215263,0.791635516073706,0.8917254901960785
B,3,1,7,0.18527450980392157,0.5074313725490196,0.8936960784313726,-0.8413710397124881,-0.5404579294756686,0.7926873416194039,0.8936960784313726
B,3,1,8,0.18755882352941178,0.5089705882352941,0.8935490196078432,-0.8416599798144764,-0.5400078502935817,0.7900967720699568,0.8935490196078432
B,3,1,9,0.19647058823529412,0.5097156862745098,0.8940490196078432,-0.8381262812447086,-0.5454762475918778,0.7802462908337262,0.8940490196078432
B,3,2,0,0.18138344226579523,0.5041350762527234,0.9105098039215687,-0.8344567809713024,-0.5510733895689501,0.8007891386950738,0.9105098039215687
B,3,2,1,0.17407843137254903,0.49970588235294117,0.9053333333333334,-0.8359795202826636,-0.5487606415077229,0.8077189638742094,0.9053333333333334
B,3,2,2,0.1664019607843137,0.49216666666666664,0.9042254901960785,-0.8338017155702845,-0.5520640353365273,0.8159729375155859,0.9042254901960785
B,3,2,3,0.17080392156862745,0.49586274509803924,0.9044117647058824,-0.8347111202396309,-0.5506880657398527,0.8111436314363144,0.9044117647058824
B,3,2,4,0.18140196078431373,0.5058921568627451,0.9114803921568628,-0.83549639731741,-0.5494959236151152,0.8009809510492519,0.9114803921568628
B,3,2,5,0.17805882352941177,0.5050392156862745,0.9118823529411765,-0.8361432558348396,-0.5485111263428609,0.8047348729196233,0.9118823529411765
B,3,2,6,0.17568627450980392,0.5006372549019609,0.9150098039215687,-0.8326457182191859,-0.5538060201291208,0.807995199879997,0.9150098039215687
B,3,2,7,0.2003529411764706,0.5145392156862746,0.9109901960784315,-0.8341472054626936,-0.5515418747645356,0.7800712433142132,0.9109901960784315
B,3,2,8,0.19829411764705882,0.5122352941176471,0.9138823529411765,-0.8321773447930491,-0.5545095732385428,0.7830200823892893,0.9138823529411765
B,3,2,9,0.18737254901960784,0.5111372549019608,0.9173725490196079,-0.8349515899352877,-0.5503233980711116,0.7957508656435686,0.9173725490196079
B,3,3,0,0.24554357298474946,0.5303671023965142,0.9252331154684096,-0.8205807067529042,-0.5715306673354494,0.7346143702817637,0.9252331154684096
B,3,3,1,0.26135294117647057,0.5273627450980392,0.9273627450980392,-0.8086525949304234,-0.5882864784374129,0.718176147836475,0.9273627450980392
B,3,3,2,0.23970588235294119,0.5257058823529412,0.9253333333333333,-0.8194339435985741,-0.5731736317020253,0.7409518562468215,0.9253333333333333
B,3,3,3,0.24383333333333335,0.523107843137255,0.9257254901960784,-0.8148596900213472,-0.5796582489521857,0.7366029822926374,0.9257254901960784
B,3,3,4,0.2614019607843137,0.5300980392156863,0.9266862745098039,-0.8113995214649017,-0.5844919302834972,0.7179175218467659,0.9266862745098039
B,3,3,5,0.24501960784313728,0.5295490196078432,0.9266764705882353,-0.8195974156570128,-0.5729398539535766,0.7355931486124777,0.9266764705882353
B,3,3,6,0.24751960784313726,0.5334607843137255,0.9293039215686274,-0.8207911900357964,-0.5712283451997294,0.7336505290698289,0.9293039215686274
B,3,3,7,0.24200980392156862,0.5301372549019608,0.9178333333333334,-0.8249174223249583,-0.5652532585883484,0.7363248913147972,0.9178333333333334
B,3,3,8,0.2293235294117647,0.5327941176470589,0.9227941176470589,-0.8315343790427986,-0.5554732905099105,0.7514900398406374,0.9227941176470589
B,3,3,9,0.23972549019607844,0.5410882352941176,0.9253823529411764,-0.832645373376635,-0.553806538598529,0.7409443897064276,0.9253823529411764
B,3,4,0,0.1594400871459695,0.5022004357298475,0.9262973856209151,-0.8369368159487538,-0.5472995213861983,0.827873758880261,0.9262973856209151
B,3,4,1,0.16012745098039216,0.4990686274509804,0.923843137254902,-0.8351199130355456,-0.5500679329423802,0.826672467951439,0.923843137254902
B,3,4,2,0.16301960784313727,0.5033823529411765,0.9247745098039215,-0.8368487781694655,-0.5474341261524283,0.8237196136843109,0.9247745098039215
B,3,4,3,0.15933333333333335,0.49926470588235294,0.927735294117647,-0.8343021793150432,-0.5513074220343578,0.8282556087457333,0.927735294117647
B,3,4,4,0.1562156862745098,0.4978921568627451,0.9248627450980392,-0.8355294004577087,-0.5494457397876352,0.8310931139755767,0.9248627450980392
B,3,4,5,0.17162745098039217,0.507421568627451,0.9273235294117647,-0.8354338902425762,-0.5495909524675193,0.8149217122860435,0.9273235294117647
B,3,4,6,0.17719607843137256,0.5111862745098039,0.9254705882352942,-0.836581054499163,-0.5478431703079527,0.8085340791118456,0.9254705882352942
B,3,4,7,0.1434901960784314,0.49848039215686274,0.9304705882352942,-0.8392853386599941,-0.543691199404937,0.845787499473174,0.9304705882352942
B,3,4,8,0.15076470588235294,0.49830392156862746,0.9269901960784314,-0.8373733527234516,-0.5466313823306214,0.8373610567618162,0.9269901960784314
B,3,4,9,0.15318627450980393,0.5048039215686274,0.9252058823529412,-0.8417662349013699,-0.5398422045190351,0.8344300685591972,0.9252058823529412
B,3,5,0,0.29977995642701527,0.5660435729847494,0.9324760348583878,-0.8216507275400634,-0.5699912998747301,0.6785118917586532,0.9324760348583878
B,3,5,1,0.25980392156862747,0.5522549019607844,0.9335980392156863,-0.8294488860719078,-0.558582621815315,0.7217175800980814,0.9335980392156863
B,3,5,2,0.29898039215686273,0.5667941176470588,0.9316666666666668,-0.8231143146906811,-0.5678757125914882,0.6790908134273388,0.9316666666666668
B,3,5,3,0.32231372549019605,0.5747843137254902,0.9335196078431373,-0.8169856862440682,-0.5766579475497662,0.6547327739211711,0.9335196078431373
B,3,5,4,0.2793529411764706,0.5590588235294117,0.9327450980392157,-0.8259503648534869,-0.5637428445651367,0.700504519655245,0.9327450980392157
B,3,5,5,0.2982843137254902,0.5685980392156863,0.9339411764705883,-0.8242750464459236,-0.5661895864518973,0.6806176649660934,0.9339411764705883
B,3,5,6,0.31880392156862747,0.5780490196078432,0.931578431372549,-0.8229783749555887,-0.5680727016460645,0.6577809115879647,0.931578431372549
B,3,5,7,0.2897058823529412,0.5597450980392158,0.9305882352941177,-0.821958413527744,-0.5695475102491048,0.688685208596713,0.9305882352941177
B,3,5,8,0.3058431372549019,0.5650000000000001,0.9313529411764706,-0.8177358513930276,-0.5755936738242702,0.6716141392450369,0.9313529411764706
B,3,5,9,0.3249313725490196,0.5701078431372549,0.9332941176470588,-0.8108659115824874,-0.5852319825791321,0.6518446153199714,0.9332941176470588
B,3,6,0,0.28010348583878,0.555772331154684,0.8985196078431372,-0.8362474597264121,-0.5483522463719126,0.6882611315392906,0.8985196078431372
B,3,6,1,0.27084313725490194,0.5502156862745098,0.9019117647058824,-0.8344811858580423,-0.551036432959705,0.6997010707103647,0.9019117647058824
B,3,6,2,0.26635294117647057,0.5528725490196079,0.9043235294117646,-0.838163167277393,-0.5454195678736956,0.7054672000520376,0.9043235294117646
B,3,6,3,0.262421568627451,0.552921568627451,0.9070784313725491,-0.83902818053671,-0.544087963720259,0.7106958345042261,0.9070784313725491
B,3,6,4,0.282764705882353,0.554186274509804,0.8961372549019608,-0.834371127591225,-0.5512030673373903,0.6844627267356628,0.8961372549019608
B,3,6,5,0.2764607843137255,0.5542745098039216,0.8979901960784314,-0.8369462494839156,-0.5472850952426964,0.692133850100988,0.8979901960784314
B,3,6,6,0.27343137254901967,0.5586666666666666,0.9007941176470589,-0.8413170678618408,-0.540541942243481,0.6964551974837018,0.9007941176470589
B,3,6,7,0.29833333333333334,0.5583725490196078,0.8880392156862745,-0.8334796122554213,-0.55255021125193,0.6640538750275999,0.8880392156862745
B,3,6,8,0.29683333333333334,0.5582843137254903,0.893892156862745,-0.8317012058680151,-0.5552234722683197,0.6679316055584192,0.893892156862745
B,3,6,9,0.2934901960784314,0.562156862745098,0.8965098039215686,-0.8361151308459337,-0.5485539973152025,0.6726302436463847,0.8965098039215686
B,3,7,0,0.3362864923747277,0.5925403050108932,0.9026296296296297,-0.8400770471301418,-0.5424671002789954,0.6274369006557938,0.9026296296296297
B,3,7,1,0.31437254901960787,0.5845098039215687,0.9075,-0.8417627519786317,-0.5398476353392321,0.6535839680224707,0.9075
B,3,7,2,0.31229411764705883,0.5849313725490196,0.9086764705882353,-0.8427259896185815,-0.538342740660058,0.6563197928467389,0.9086764705882353
B,3,7,3,0.32531372549019605,0.5866960784313726,0.9107352941176471,-0.8366605251021283,-0.5477217959291295,0.6428010118951506,0.9107352941176471
B,3,7,4,0.3240588235294118,0.585156862745098,0.9038333333333333,-0.8388667783283765,-0.5443367783063812,0.6414617478929614,0.9038333333333333
B,3,7,5,0.3267058823529412,0.5904509803921568,0.9023823529411765,-0.843287223224237,-0.5374631700374974,0.6379518268635312,0.9023823529411765
B,3,7,6,0.3432647058823529,0.5991666666666666,0.902921568627451,-0.8427802082865689,-0.5382578569054497,0.6198288779343742,0.902921568627451
B,3,7,7,0.34765686274509805,0.5911274509803922,0.8972450980392157,-0.8346588067242396,-0.5507673522982897,0.6125285459849867,0.8972450980392157
B,3,7,8,0.3606176470588235,0.6024117647058824,0.8939901960784313,-0.8405650741855133,-0.541710583300255,0.5966201322556943,0.8939901960784313
B,3,7,9,0.37229411764705883,0.6084117647058824,0.8963823529411765,-0.8389729110722869,-0.5441731842776641,0.5846704071923089,0.8963823529411765
B,3,8,0,0.4866917211328976,0.6534008714596949,0.9033300653594771,-0.8090964879275917,-0.5876758232420629,0.46122492785710584,0.9033300653594771
B,3,8,1,0.45122549019607844,0.6416176470588236,0.9088823529411765,-0.8187604801528118,-0.5741352420292078,0.5035380665760576,0.9088823529411765
B,3,8,2,0.4741764705882353,0.6507941176470589,0.9075686274509804,-0.8136229798863911,-0.5813928504899155,0.47753100289504385,0.9075686274509804
B,3,8,3,0.47572549019607846,0.6487352941176471,0.907686274509804,-0.8093381882179944,-0.5873429126941214,0.4758921627927072,0.907686274509804
B,3,8,4,0.48783333333333334,0.6577156862745098,0.9058529411764706,-0.8129369799653693,-0.582351669186914,0.4614651990865504,0.9058529411764706
B,3,8,5,0.49550000000000005,0.657421568627451,0.9038921568627452,-0.8068482496938312,-0.5907587510701818,0.45181513498270004,0.9038921568627452
B,3,8,6,0.49580392156862746,0.6572549019607843,0.9048823529411765,-0.8057236428186576,-0.5922916607576307,0.4520791349758391,0.9048823529411765
B,3,8,7,0.4936078431372549,0.6528137254901961,0.8975686274509804,-0.8053775519266808,-0.592762177312779,0.4500611674239776,0.8975686274509804
B,3,8,8,0.4960588235294118,0.6549509803921569,0.896578431372549,-0.8069902362149984,-0.5905647793880541,0.4467201014751069,0.896578431372549
B,3,8,9,0.5102941176470588,0.6593039215686275,0.8970588235294118,-0.7998559606493414,-0.6001920044566732,0.43114754098360664,0.8970588235294118
D,4,0,0,0.7905250544662309,0.7760936819172114,0.8261187363834422,-0.2196934125533304,-0.975568964492348,0.06055431533393011,0.8261187363834422
D,4,0,1,0.7917058823529411,0.7718627450980393,0.8185686274509805,-0.07861249080462054,-0.9969052494041214,0.05705799219105561,0.8185686274509805
D,4,0,2,0.7878137254901961,0.7736372549019608,0.818656862745098,-0.19262938076684635,-0.9812715840507058,0.054992036214267674,0.818656862745098
D,4,0,3,0.7844313725490196,0.7733725490196078,0.817764705882353,-0.25971249885733455,-0.9656859830904034,0.05428475519109962,0.817764705882353
D,4,0,4,0.7926274509803922,0.7755686274509804,0.8266666666666667,-0.17312050463909218,-0.9849006502553981,0.061812144212523665,0.8266666666666667
D,4,0,5,0.7907450980392158,0.7770588235294118,0.8275490196078431,-0.2374472247651928,-0.971400440318671,0.06101172846819089,0.8275490196078431
D,4,0,6,0.7893235294117648,0.7769901960784313,0.8282549019607843,-0.2683333854046322,-0.9633261100361026,0.06189484150469928,0.8282549019607843
D,4,0,7,0.7970882352941177,0.778578431372549,0.8337156862745098,-0.1712026752045185,-0.9852358316681423,0.06613436188101926,0.8337156862745098
D,4,0,8,0.7913823529411765,0.7789117647058824,0.8325980392156863,-0.27669112537057355,-0.9609589071032983,0.06448042390344419,0.8325980392156863
D,4,0,9,0.7896078431372549,0.7788627450980393,0.8312941176470589,-0.30409648441431714,-0.9526412379100817,0.0630719879233889,0.8312941176470589
D,4,1,0,0.7914684095860567,0.7838322440087147,0.8303398692810458,-0.3444544776294568,-0.9388030213207763,0.056010348283769607,0.8303398692810458
D,4,1,1,0.7888725490196078,0.7810294117647059,0.8284019607843137,-0.3431060556894958,-0.9392966701469757,0.0571854622057588,0.8284019607843137
D,4,1,2,0.7908823529411765,0.7830392156862745,0.833,-0.3515287318700599,-0.9361770936472583,0.0599769319492502,0.833
D,4,1,3,0.7919509803921568,0.7841078431372549,0.8350882352941176,-0.3546048870425359,-0.9350162426854147,0.06104791087005005,0.8350882352941176
D,4,1,4,0.7907941176470589,0.7829705882352941,0.8308333333333334,-0.3451760689809066,-0.9385379488347226,0.0576081184730664,0.8308333333333334
D,4,1,5,0.7921666666666667,0.7844019607843138,0.8306764705882352,-0.3409079902364047,-0.9400966664088196,0.05570701884832806,0.8306764705882352
D,4,1,6,0.792156862745098,0.7843137254901961,0.832,-0.3441772303626386,-0.9389046991574295,0.05731523378582199,0.832
D,4,1,7,0.7920784313725491,0.7842352941176471,0.8290980392156864,-0.33397942913890205,-0.9425803631054771,0.05411030176899064,0.8290980392156864
D,4,1,8,0.792156862745098,0.7847843137254902,0.8288627450980393,-0.341436421511944,-0.9399048728808241,0.05317940953822868,0.8288627450980393
D,4,1,9,0.792156862745098,0.785607843137255,0.8250980392156863,-0.34283435095278675,-0.9393958738502003,0.04786121673003793,0.8250980392156863
D,4,2,0,0.7930381263616558,0.7846078431372548,0.8386056644880174,-0.35237485303696675,-0.9358589439371598,0.06439000311753099,0.8386056644880174
D,4,2,1,0.792156862745098,0.7843137254901961,0.8369019607843137,-0.3592062013495007,-0.9332582198470378,0.0628367930275057,0.8369019607843137
D,4,2,2,0.792156862745098,0.7843137254901961,0.8384705882352941,-0.3634243146226219,-0.9316237263729802,0.06459005659230155,0.8384705882352941
D,4,2,3,0.792343137254902,0.7814901960784314,0.837392156862745,-0.31484497991675287,-0.9491431075560837,0.0667572060786287,0.837392156862745
D,4,2,4,0.7922450980392157,0.7844019607843138,0.8376960784313726,-0.36113599765203036,-0.9325131587274641,0.06361987243255895,0.8376960784313726
D,4,2,5,0.792156862745098,0.7843137254901961,0.8391372549019609,-0.3651417908403669,-0.9309519174382154,0.06533320871109463,0.8391372549019609
D,4,2,6,0.792421568627451,0.7828529411764705,0.8377941176470589,-0.3346346247009171,-0.9423479548188537,0.0655783745831141,0.8377941176470589
D,4,2,7,0.7920980392156863,0.7842549019607844,0.8380196078431372,-0.362393544965981,-0.932025170565146,0.06415685907484954,0.8380196078431372
D,4,2,8,0.7933039215686275,0.7854607843137256,0.8384019607843138,-0.36017772480471083,-0.9328837047320003,0.06314533952313578,0.8384019607843138
D,4,2,9,0.7984607843137256,0.7900686274509804,0.8436372549019607,-0.35184643238865365,-0.9360577375436713,0.06349722838781648,0.8436372549019607
D,4,3,0,0.8088921568627452,0.7902625272331155,0.8420065359477125,-0.14604726121475847,-0.9892776139646889,0.06145321503515049,0.8420065359477125
D,4,3,1,0.8125490196078432,0.7916862745098039,0.8465882352941176,-0.12533323356430284,-0.992114701314478,0.06485084306095983,0.8465882352941176
D,4,3,2,0.8077843137254902,0.7920980392156863,0.8470000000000001,-0.2225209339563163,-0.9749279121818232,0.06481931615621457,0.8470000000000001
D,4,3,3,0.8077254901960784,0.7923921568627451,0.846235294117647,-0.22347686459204552,-0.9747092340755311,0.06362667408128261,0.846235294117647
D,4,3,4,0.8117745098039215,0.7901862745098039,0.8445980392156863,-0.1079055649142818,-0.9941611484364744,0.06442326666589285,0.8445980392156863
D,4,3,5,0.8077450980392157,0.7919803921568628,0.8468431372549019,-0.22085257334329964,-0.9753072033198783,0.06478501470281774,0.8468431372549019
D,4,3,6,0.8074019607843138,0.7923823529411765,0.8450490196078432,-0.22306389596940465,-0.9748038255541217,0.062323800684494425,0.8450490196078432
D,4,3,7,0.8092352941176472,0.7779019607843137,0.8214607843137255,0.22767158723524192,-0.9737379772637943,0.05302605353924739,0.8214607843137255
D,4,3,8,0.8087450980392158,0.7896862745098039,0.8387450980392157,-0.11650861808363763,-0.9931896807318535,0.0584907424724145,0.8387450980392157
D,4,3,9,0.8070686274509804,0.7940490196078432,0.8415392156862745,-0.2343071382559604,-0.9721626226934988,0.05643254074583213,0.8415392156862745
D,4,4,0,0.8036742919389978,0.7959444444444445,0.839099128540305,-0.32973722896192875,-0.9440727513473253,0.051429780615947406,0.839099128540305
D,4,4,1,0.8026274509803922,0.7947843137254903,0.837921568627451,-0.3270679633174219,-0.9450008187146683,0.051481256142649826,0.837921568627451
D,4,4,2,0.7999803921568628,0.7923725490196079,0.8348039215686275,-0.32956119814795537,-0.9441342153927502,0.05082795067527895,0.8348039215686275
D,4,4,3,0.8015882352941176,0.7937450980392157,0.8397843137254902,-0.3383854084280095,-0.9410076064320677,0.054822666884587604,0.8397843137254902
D,4,4,4,0.8041176470588236,0.7962745098039216,0.8394117647058824,-0.3270679633174202,-0.945000818714669,0.05138986218173332,0.8394117647058824
D,4,4,5,0.8040294117647059,0.796186274509804,0.8393235294117647,-0.3270679633174219,-0.9450008187146683,0.05139526462720907,0.8393235294117647
D,4,4,6,0.8039313725490196,0.7960882352941177,0.8394607843137255,-0.3280438884982461,-0.9446624832282429,0.051667153284671544,0.8394607843137255
D,4,4,7,0.8051470588235294,0.7980882352941178,0.8389509803921569,-0.33603218329872797,-0.9418505039482062,0.048706951959145865,0.8389509803921569
D,4,4,8,0.8052058823529412,0.7973627450980393,0.8405,-0.3270679633174219,-0.9450008187146683,0.05132332528490272,0.8405
D,4,4,9,0.8064411764705883,0.7985980392156863,0.8417352941176471,-0.3270679633174202,-0.945000818714669,0.05124800540433519,0.8417352941176471
D,4,5,0,0.8141100217864924,0.7988899782135076,0.8516568627450981,-0.21973794335344987,-0.9755589353036525,0.06195791619820916,0.8516568627450981
D,4,5,1,0.812186274509804,0.7965000000000001,0.8514019607843137,-0.22252093395631545,-0.9749279121818234,0.06448418410234551,0.8514019607843137
D,4,5,2,0.8143529411764706,0.7986666666666666,0.8535686274509804,-0.22252093395631284,-0.974927912181824,0.0643204998621704,0.8535686274509804
D,4,5,3,0.8155196078431373,0.7998333333333334,0.8547352941176471,-0.2225209339563163,-0.9749279121818232,0.06423270591743806,0.8547352941176471
D,4,5,4,0.8131470588235293,0.7976960784313726,0.8518921568627451,-0.2231540948269274,-0.9747831810007673,0.06361847329474178,0.8518921568627451
D,4,5,5,0.8129411764705883,0.7980392156862746,0.8505882352941176,-0.22469722632977107,-0.9744286307779075,0.06177962194559699,0.8505882352941176
D,4,5,6,0.8150196078431373,0.8001176470588235,0.8526666666666667,-0.22469722632977018,-0.9744286307779078,0.061629030032654256,0.8526666666666667
D,4,5,7,0.8147254901960784,0.7996666666666666,0.8476274509803922,-0.1935679493762253,-0.9810868712679235,0.05658238682366008,0.8476274509803922
D,4,5,8,0.814529411764706,0.7995882352941177,0.8506862745098039,-0.21568761133718717,-0.9764624182812457,0.060066843379048,0.8506862745098039
D,4,5,9,0.8145686274509804,0.7999019607843137,0.8517450980392156,-0.22538840143669653,-0.9742689918589273,0.06086696286746921,0.8517450980392156
D,4,6,0,0.8063191721132897,0.7993562091503268,0.8393867102396515,-0.3348515932251977,-0.9422708795853487,0.047690177365204756,0.8393867102396515
D,4,6,1,0.8065,0.7977941176470589,0.8415196078431373,-0.3099100813225723,-0.9507658710190625,0.051960156113473495,0.8415196078431373
D,4,6,2,0.8073137254901961,0.7994705882352942,0.8425294117647059,-0.32674020643194157,-0.9451141928364065,0.05110661174334979,0.8425294117647059
D,4,6,3,0.8077941176470589,0.799950980392157,0.8430882352941177,-0.3270679633174219,-0.9450008187146683,0.05116576545147968,0.8430882352941177
D,4,6,4,0.8058921568627451,0.7973431372549019,0.8404803921568627,-0.3108272405295411,-0.9504664257851462,0.05132452262361623,0.8404803921568627
D,4,6,5,0.8073823529411764,0.7995392156862745,0.8426764705882352,-0.3270679633174219,-0.9450008187146683,0.051190767047107094,0.8426764705882352
D,4,6,6,0.8077745098039216,0.7999313725490197,0.8430686274509804,-0.3270679633174219,-0.9450008187146683,0.05116695544986215,0.8430686274509804
D,4,6,7,0.8038823529411765,0.7990196078431373,0.8332156862745098,-0.3659797382339167,-0.9306228189778251,0.04104108815362164,0.8332156862745098
D,4,6,8,0.8044803921568628,0.8001666666666667,0.8327156862745098,-0.3753863360398217,-0.9268684365726335,0.039087794482969646,0.8327156862745098
D,4,6,9,0.8058529411764707,0.8009901960784314,0.8351862745098039,-0.36597973823391344,-0.9306228189778264,0.04094425336604487,0.8351862745098039
D,4,7,0,0.8130392156862745,0.8086786492374727,0.8413681917211329,-0.3745483534689911,-0.9272073829050692,0.03885283851388449,0.8413681917211329
D,4,7,1,0.8117450980392157,0.806186274509804,0.8423529411764706,-0.3547478031621531,-0.9349620292566037,0.04293528864059592,0.8423529411764706
D,4,7,2,0.8133431372549019,0.8089117647058823,0.8418137254901961,-0.37329465296723235,-0.9277128338371059,0.039084609561521,0.8418137254901961
D,4,7,3,0.8150294117647059,0.8104019607843137,0.8438921568627451,-0.3699024601196631,-0.9290705947329412,0.03968539795764261,0.8438921568627451
D,4,7,4,0.811950980392157,0.8079509803921568,0.8395588235294118,-0.38118248730166276,-0.9244998168601861,0.03764815787937181,0.8395588235294118
D,4,7,5,0.8136764705882353,0.8097156862745097,0.8412058823529411,-0.38193028199622975,-0.9241911380738729,0.037434588534200466,0.8412058823529411
D,4,7,6,0.8152843137254903,0.8103823529411766,0.8448137254901961,-0.36581680254079746,-0.9306868791268238,0.04075617086954997,0.8448137254901961
D,4,7,7,0.8111176470588236,0.8071960784313725,0.8385686274509804,-0.38268343236508623,-0.9238795325112882,0.0374120232889845,0.8385686274509804
D,4,7,8,0.8123235294117648,0.8084019607843138,0.8397745098039217,-0.38268343236509034,-0.9238795325112865,0.03735830113125605,0.8397745098039217
D,4,7,9,0.8128823529411765,0.8089607843137254,0.8403333333333333,-0.38268343236508623,-0.9238795325112882,0.037333457778192594,0.8403333333333333
D,4,8,0,0.8216023965141612,0.8162516339869281,0.8517897603485839,-0.3578164944250883,-0.9337919234590438,0.041721711173320804,0.8517897603485839
D,4,8,1,0.8192843137254903,0.8120686274509804,0.8533235294117647,-0.33390069140688733,-0.9426082581210513,0.04834614368271692,0.8533235294117647
D,4,8,2,0.8205686274509804,0.8131176470588235,0.8550784313725491,-0.3312686321755763,-0.9435364822499036,0.04907243917539973,0.8550784313725491
D,4,8,3,0.8210686274509804,0.813578431372549,0.8547156862745099,-0.326810666544056,-0.9450898307743184,0.048129753042520804,0.8547156862745099
D,4,8,4,0.823813725490196,0.8196960784313726,0.8514999999999999,-0.37835480357653445,-0.9256606519727205,0.03735046572945076,0.8514999999999999
D,4,8,5,0.8248921568627451,0.8209705882352941,0.852343137254902,-0.38268343236509034,-0.9238795325112865,0.03680741669446393,0.852343137254902
D,4,8,6,0.8244901960784314,0.820529411764706,0.8520196078431373,-0.381930281996233,-0.9241911380738715,0.036959473454076845,0.8520196078431373
D,4,8,7,0.8198137254901962,0.8153039215686274,0.8484411764705883,-0.37192392144901676,-0.9282632151787474,0.039056632116569096,0.8484411764705883
